Realité,10,40,50,60,1140,1160,1180,1280,1281,1300,1301,1302,1320,1560,1920,1940,2060,2220,2280,2403,2462,2522,2582,2585,2705,2905
10,0.16597510373443983,0.014522821576763486,0.0,0.01867219917012448,0.002074688796680498,0.0,0.02074688796680498,0.0,0.024896265560165973,0.0,0.5186721991701245,0.05186721991701245,0.0,0.0,0.0,0.014522821576763486,0.008298755186721992,0.002074688796680498,0.022821576763485476,0.016597510373443983,0.0,0.0,0.06224066390041494,0.012448132780082987,0.002074688796680498,0.04149377593360996
40,0.016216216216216217,0.16756756756756758,0.0,0.03783783783783784,0.002702702702702703,0.002702702702702703,0.062162162162162166,0.0,0.032432432432432434,0.0,0.4297297297297297,0.021621621621621623,0.002702702702702703,0.0,0.0,0.010810810810810811,0.013513513513513514,0.008108108108108109,0.013513513513513514,0.008108108108108109,0.0,0.002702702702702703,0.04594594594594595,0.005405405405405406,0.0,0.11621621621621622
50,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.08833922261484099,0.0176678445229682,0.0,0.045936395759717315,0.0,0.028268551236749116,0.0,0.09540636042402827,0.038869257950530034,0.03180212014134275,0.0,0.0035335689045936395,0.05653710247349823,0.0353356890459364,0.0353356890459364,0.007067137809187279,0.0035335689045936395,0.014134275618374558,0.0,0.0,0.014134275618374558,0.007067137809187279,0.4664310954063604
60,0.0,0.006993006993006993,0.0,0.07692307692307693,0.0,0.0,0.055944055944055944,0.0,0.03496503496503497,0.0,0.06293706293706294,0.006993006993006993,0.006993006993006993,0.0,0.0,0.03496503496503497,0.03496503496503497,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.11188811188811189,0.0,0.02097902097902098,0.013986013986013986,0.013986013986013986,0.4755244755244755
1140,0.03317535545023697,0.018957345971563982,0.004739336492890996,0.08530805687203792,0.004739336492890996,0.0,0.07582938388625593,0.0,0.06872037914691943,0.0,0.17772511848341233,0.0924170616113744,0.0,0.002369668246445498,0.002369668246445498,0.02132701421800948,0.02132701421800948,0.018957345971563982,0.009478672985781991,0.004739336492890996,0.004739336492890996,0.05687203791469194,0.011848341232227487,0.06872037914691943,0.0,0.2156398104265403
1160,0.011041009463722398,0.006309148264984227,0.0,0.0015772870662460567,0.0,0.0,0.00473186119873817,0.0,0.015772870662460567,0.0,0.2476340694006309,0.0473186119873817,0.0,0.0,0.0,0.0031545741324921135,0.0015772870662460567,0.0,0.0031545741324921135,0.0031545741324921135,0.0031545741324921135,0.0015772870662460567,0.6230283911671924,0.00473186119873817,0.0015772870662460567,0.02050473186119874
1180,0.0,0.018691588785046728,0.0,0.04672897196261682,0.018691588785046728,0.0,0.07476635514018691,0.0,0.037383177570093455,0.0,0.27102803738317754,0.12149532710280374,0.0,0.0,0.0,0.037383177570093455,0.028037383177570093,0.028037383177570093,0.0,0.009345794392523364,0.0,0.009345794392523364,0.009345794392523364,0.018691588785046728,0.0,0.27102803738317754
1280,0.003978779840848806,0.001326259946949602,0.0,0.1273209549071618,0.007957559681697613,0.0,0.07824933687002653,0.002652519893899204,0.07559681697612732,0.0,0.11007957559681697,0.0623342175066313,0.0,0.0,0.002652519893899204,0.04509283819628647,0.01989389920424403,0.011936339522546418,0.0,0.002652519893899204,0.002652519893899204,0.006631299734748011,0.006631299734748011,0.08222811671087533,0.001326259946949602,0.34880636604774534
1281,0.005714285714285714,0.008571428571428572,0.0,0.14,0.005714285714285714,0.0,0.08285714285714285,0.0,0.07714285714285714,0.0,0.1657142857142857,0.08857142857142856,0.0,0.0,0.002857142857142857,0.03428571428571429,0.03142857142857143,0.011428571428571429,0.008571428571428572,0.005714285714285714,0.0,0.0,0.02,0.05142857142857143,0.005714285714285714,0.2542857142857143
1300,0.0024783147459727386,0.0,0.0,0.042131350681536554,0.004956629491945477,0.0024783147459727386,0.03345724907063197,0.0,0.040892193308550186,0.0,0.022304832713754646,0.013630731102850062,0.0,0.0012391573729863693,0.0,0.042131350681536554,0.01486988847583643,0.01486988847583643,0.0,0.0012391573729863693,0.011152416356877323,0.0,0.004956629491945477,0.009913258983890954,0.0012391573729863693,0.7360594795539034
1301,0.0,0.008064516129032258,0.024193548387096774,0.20967741935483872,0.024193548387096774,0.0,0.12903225806451613,0.0,0.04838709677419355,0.0,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0,0.04032258064516129,0.04032258064516129,0.08064516129032258,0.0,0.0,0.0,0.008064516129032258,0.008064516129032258,0.0,0.0,0.31451612903225806
