Realité,10,40,50,60,1140,1160,1180,1280,1281,1300,1301,1302,1320,1560,1920,1940,2060,2220,2462,2522,2582,2585,2705,2905
10,0.002074688796680498,0.058091286307053944,0.0,0.02074688796680498,0.008298755186721992,0.01037344398340249,0.07676348547717843,0.008298755186721992,0.17219917012448133,0.002074688796680498,0.08298755186721991,0.1037344398340249,0.0,0.0,0.08506224066390042,0.029045643153526972,0.1078838174273859,0.12863070539419086,0.04564315352697095,0.01037344398340249,0.012448132780082987,0.01867219917012448,0.012448132780082987,0.004149377593360996
40,0.0,0.05405405405405406,0.0,0.03513513513513514,0.010810810810810811,0.008108108108108109,0.016216216216216217,0.002702702702702703,0.2,0.0,0.04594594594594595,0.15135135135135136,0.005405405405405406,0.0,0.016216216216216217,0.024324324324324326,0.051351351351351354,0.11081081081081082,0.0945945945945946,0.013513513513513514,0.010810810810810811,0.07027027027027027,0.051351351351351354,0.02702702702702703
50,0.0,0.007067137809187279,0.007067137809187279,0.09187279151943463,0.007067137809187279,0.01060070671378092,0.038869257950530034,0.0,0.12014134275618374,0.0,0.0,0.007067137809187279,0.0176678445229682,0.0,0.01060070671378092,0.028268551236749116,0.13780918727915195,0.127208480565371,0.0706713780918728,0.01060070671378092,0.0,0.15547703180212014,0.0176678445229682,0.13427561837455831
60,0.0,0.04895104895104895,0.0,0.04895104895104895,0.013986013986013986,0.006993006993006993,0.013986013986013986,0.006993006993006993,0.1048951048951049,0.0,0.006993006993006993,0.013986013986013986,0.013986013986013986,0.0,0.0,0.02097902097902098,0.13986013986013987,0.17482517482517482,0.1888111888111888,0.006993006993006993,0.0,0.11188811188811189,0.006993006993006993,0.06993006993006994
1140,0.0,0.011848341232227487,0.0,0.061611374407582936,0.009478672985781991,0.02132701421800948,0.12085308056872038,0.002369668246445498,0.18246445497630331,0.004739336492890996,0.0,0.02132701421800948,0.002369668246445498,0.0,0.004739336492890996,0.02132701421800948,0.12796208530805686,0.08056872037914692,0.035545023696682464,0.026066350710900472,0.0,0.20616113744075829,0.023696682464454975,0.035545023696682464
1160,0.0,0.015772870662460567,0.0,0.007886435331230283,0.0015772870662460567,0.011041009463722398,0.028391167192429023,0.0015772870662460567,0.1892744479495268,0.0,0.006309148264984227,0.11198738170347003,0.0031545741324921135,0.0,0.033123028391167195,0.022082018927444796,0.056782334384858045,0.055205047318611984,0.11829652996845426,0.012618296529968454,0.18769716088328076,0.028391167192429023,0.10725552050473186,0.0015772870662460567
1180,0.0,0.009345794392523364,0.0,0.056074766355140186,0.0,0.018691588785046728,0.04672897196261682,0.0,0.2616822429906542,0.0,0.028037383177570093,0.04672897196261682,0.009345794392523364,0.0,0.028037383177570093,0.09345794392523364,0.14018691588785046,0.12149532710280374,0.018691588785046728,0.0,0.009345794392523364,0.056074766355140186,0.028037383177570093,0.028037383177570093
1280,0.002652519893899204,0.005305039787798408,0.001326259946949602,0.09681697612732096,0.015915119363395226,0.005305039787798408,0.09151193633952255,0.0,0.1843501326259947,0.003978779840848806,0.010610079575596816,0.015915119363395226,0.001326259946949602,0.0,0.005305039787798408,0.038461538461538464,0.09814323607427056,0.06631299734748011,0.011936339522546418,0.010610079575596816,0.001326259946949602,0.2572944297082228,0.021220159151193633,0.054376657824933686
1281,0.0,0.017142857142857144,0.0,0.08571428571428572,0.017142857142857144,0.002857142857142857,0.06285714285714286,0.002857142857142857,0.2571428571428571,0.0,0.017142857142857144,0.037142857142857144,0.0,0.0,0.014285714285714285,0.02857142857142857,0.07714285714285714,0.02857142857142857,0.05142857142857143,0.008571428571428572,0.017142857142857144,0.19142857142857142,0.06571428571428571,0.017142857142857144
