Realité,10,1281,1301,1920,2582,2585,2905
10,0.014522821576763486,0.35477178423236516,0.516597510373444,0.0,0.02074688796680498,0.004149377593360996,0.08921161825726141
40,0.1,0.41081081081081083,0.34054054054054056,0.0,0.07027027027027027,0.0,0.07837837837837838
50,0.04946996466431095,0.6607773851590106,0.15547703180212014,0.0,0.014134275618374558,0.0,0.12014134275618374
60,0.08391608391608392,0.6293706293706294,0.2097902097902098,0.0,0.006993006993006993,0.0,0.06993006993006994
1140,0.04265402843601896,0.5165876777251185,0.3033175355450237,0.0,0.03317535545023697,0.004739336492890996,0.0995260663507109
1160,0.014195583596214511,0.17350157728706625,0.7712933753943217,0.0,0.012618296529968454,0.0,0.028391167192429023
1180,0.037383177570093455,0.45794392523364486,0.34579439252336447,0.0,0.009345794392523364,0.0,0.14953271028037382
1280,0.04509283819628647,0.6419098143236074,0.1976127320954907,0.0,0.013262599469496022,0.0,0.10212201591511937
1281,0.03428571428571429,0.5857142857142857,0.26857142857142857,0.0,0.005714285714285714,0.002857142857142857,0.10285714285714286
1300,0.05452292441140025,0.7211895910780669,0.09541511771995044,0.0012391573729863693,0.01982651796778191,0.0024783147459727386,0.10532837670384139
1301,0.06451612903225806,0.6935483870967742,0.08870967741935484,0.0,0.0,0.0,0.1532258064516129
1302,0.04962779156327544,0.6972704714640199,0.11662531017369727,0.0024813895781637717,0.009925558312655087,0.0,0.12406947890818859
1320,0.02564102564102564,0.6252465483234714,0.1282051282051282,0.0,0.01972386587771203,0.0,0.20118343195266272
1560,0.033121019108280254,0.5961783439490446,0.15159235668789808,0.0,0.008917197452229299,0.0,0.21019108280254778
1920,0.0446685878962536,0.4697406340057637,0.34293948126801155,0.0,0.007204610951008645,0.001440922190201729,0.1340057636887608
1940,0.036231884057971016,0.4855072463768116,0.391304347826087,0.0,0.007246376811594203,0.0,0.07971014492753623
2060,0.04373522458628842,0.6205673758865248,0.16193853427895982,0.001182033096926714,0.0070921985815602835,0.001182033096926714,0.16430260047281323
2220,0.01680672268907563,0.7310924369747899,0.10084033613445378,0.0,0.008403361344537815,0.0,0.14285714285714285
2280,0.04078947368421053,0.3368421052631579,0.5171052631578947,0.0,0.035526315789473684,0.0013157894736842105,0.06842105263157895
2403,0.02981366459627329,0.3813664596273292,0.38633540372670805,0.0,0.02111801242236025,0.0012422360248447205,0.18012422360248448
2462,0.02834008097165992,0.48582995951417,0.31983805668016196,0.0,0.008097165991902834,0.0,0.15789473684210525
2522,0.010075566750629723,0.4596977329974811,0.22544080604534006,0.0,0.0025188916876574307,0.0012594458438287153,0.30100755667506296
2582,0.02857142857142857,0.6476190476190476,0.13095238095238096,0.0,0.002380952380952381,0.0,0.19047619047619047
2583,0.02392638036809816,0.7067484662576687,0.1196319018404908,0.0,0.00245398773006135,0.0006134969325153375,0.14662576687116563
2585,0.058394160583941604,0.681265206812652,0.11678832116788321,0.0,0.0072992700729927005,0.0,0.1362530413625304
2705,0.014218009478672985,0.3459715639810427,0.5284360189573459,0.0,0.02843601895734597,0.0,0.08293838862559241
2905,0.015384615384615385,0.43846153846153846,0.5153846153846153,0.0,0.007692307692307693,0.0,0.023076923076923078
